dimension;identifier;desc_eng;details_eng;desc_swe;details_swe
Alternativtabell;U152;Fortification spaces;;Befästningsutrymmen;
Alternativtabell;U16;Operating spaces, service spaces, wiring spaces, ducting spaces, etc.;;Driftutrymmen, serviceutrymmen, ledningsutrymmen, kanalisationsutrymmen o d;
Alternativtabell;U161;Operating spaces;;Driftutrymmen;
Alternativtabell;U161B;Operating spaces for road traffic;;Driftutrymmen för vägtrafik;
Alternativtabell;U162;Service spaces and inspection spaces;;Serviceutrymmen och inspektionsutrymmen;
Alternativtabell;U163;Pipeline spaces, ducting spaces, etc.;;Ledningsutrymmen, kanalisationsutrymmen o d;
Alternativtabell;U17;Natural spaces;;Naturutrymmen;
Alternativtabell;U171;Ground spaces;;Markutrymmen;
Alternativtabell;U171B;Open air areas;;Friluftsområden;
Alternativtabell;U172;Water facilities;;Vattenutrymmen;
Alternativtabell;U172B;Fishing areas;;Fiskevårdsområden;
Alternativtabell;U18;Miscellaneous facilities for outdoor activities;;Diverse utrymmen för utomhusaktiviteter;
Alternativtabell;U181;Unused spaces for outdoor activities;;Outnyttjade utrymmen för utomhusaktiviteter;
Alternativtabell;U19;Other facilities for outdoor activities;;Övriga utrymmen för utomhusaktiviteter;
Alternativtabell;U2;Indoor activity spaces;;Utrymmen för inomhusaktiviteter;
Alternativtabell;U21;Accommodation facilities;;Utrymmen för boende;
Alternativtabell;U211;Spaces for personal hygiene, changing or textile care;;Utrymmen för personlig hygien, omklädning eller textilvård;
Alternativtabell;U211B;Shower facilities;;Duschutrymmen;
Alternativtabell;U211C;Bathing facilities;;Badutrymmen;
Alternativtabell;U211D;Changing facilities;;Omklädningsutrymmen;
Alternativtabell;U211E;Toilet facilities;;Toalettutrymmen;
Alternativtabell;U211F;Sauna spaces;;Bastuutrymmen;
Alternativtabell;U211G;Textile care facilities;;Utrymmen för textilvård;
Alternativtabell;U212;Spaces for daily socialising;;Utrymmen för daglig samvaro;
Alternativtabell;U213;Spaces for sleeping or resting;;Utrymmen för sömn eller vila;
Alternativtabell;U214;Spaces for meals, cooking, food storage, etc.;;Utrymmen för måltider, matlagning, förvaring av livsmedel e d;
Alternativtabell;U214B;Spaces for meals etc.;;Utrymmen för måltider e d;
Alternativtabell;U214C;Spaces for cooking, food storage, etc.;;Utrymmen för matlagning, förvaring av livsmedel e d;
Alternativtabell;U215;Space for domestic work;;Utrymmen för hemarbete;
Alternativtabell;U216;Space for storage;;Utrymmen för förvaring;
Alternativtabell;U217;Spaces for communal living activities;;Utrymmen för gemensamma boendeaktiviteter;
Alternativtabell;U219;Other living spaces;;Övriga utyrmmen för boende;
Alternativtabell;U22;Spaces for public activities;;Utrymmen för publika aktiviteter;
Alternativtabell;U221;Spaces for temporary accommodation;;Utrymmen för tillfälligt boende;
Alternativtabell;U221B;Hotel rooms, motel rooms, etc.;;Hotellrum, motellrum o d;
Alternativtabell;U221C;Accommodation in boarding houses, hostels, etc.;;Logiutrymmen i pensionat, vandrarhem e d;
Alternativtabell;U221D;Accommodation in military barracks;;Logiutrymmen i militärförläggning;
Alternativtabell;U221E;Other temporary accommodation;;Övriga tillfälliga logiutrymmen;
Alternativtabell;U221Z;Other temporary accommodation;;Övriga tillfälliga logiutrymmen;
Alternativtabell;U222;Spaces for the production, display or sale of goods or services;;Utrymmen för produktion, exponering eller försäljning av varor eller tjänster;
Alternativtabell;U222B;Spaces for office work;;Utrymmen för kontorsarbete;
Alternativtabell;U222C;Spaces for the trade or sale of services;;Utrymmen för handel eller försäljning av tjänster;
Alternativtabell;U222D;Spaces for exhibition, display;;Utrymmen för utställning, exponering;
Alternativtabell;U222E;Spaces for agriculture, aquaculture, etc.;;Utrymmen för jordbruk, vattenbruk e d;
Alternativtabell;U222F;Spaces for industrial extraction, production, repair, etc.;;Utrymmen för industriell utvinning, produktion, reperation e d;
Alternativtabell;U222G;Spaces for food preparation, serving, etc.;;Utrymmen för matberedning, servering e d;
Alternativtabell;U223;Spaces for public performances;;Utrymmen för publika framföranden;
Alternativtabell;U223A;Multi-purpose performance spaces;;Framförandeutrymmen för flera ändamål;
Alternativtabell;U223B;Performance spaces for architectural activities;;Framförandeutrymmen för kukturella aktiviteter;
Alternativtabell;U223C;Performance spaces for judicial, political, etc. activities;;Framförandeutrymmen för rättskippning, politiska aktiviteter e d;
Alternativtabell;U224;Spaces for education, games, sports, recreation, religious activities, etc.;;Utrymmen för undervisning, lek, idrott, rekration, religiösa aktiviteter e d;
Alternativtabell;U224B;Spaces for childcare or education;;Utrymmen för barnomsorg eller undervisning;
Alternativtabell;U224C;Spaces for games, sports or exercise;;Utrymmen för lek, sport eller motion;
Alternativtabell;U224D;Spaces for religious activities;;Utrymmen för religiösa aktiviteter;
Alternativtabell;U224E;Library;;Bibliotek;
Alternativtabell;U224F;Spaces for recreation;;Utrymmen för rekreation;
Alternativtabell;U225;Spaces for medical care, health services, etc.;;Utrymmen för sjukvård, hälsovård e d;
Alternativtabell;U225B;Spaces for medical activities;;Utrymmen för medicinsk verksamhet;
Alternativtabell;U225C;Spaces for veterinary activities;;Utrymmen för veterinärmedicinsk verksamhet;
Alternativtabell;U226;Laboratories, testing facilities, etc.;;Laboratorieutrymmen, provningsutrymmen o d;
Alternativtabell;U226B;Laboratory facilities;;Laboratorieutrymmen;
Alternativtabell;U226C;Materials testing facilities;;Materialprovningsutrymmen;
Alternativtabell;U226D;Vehicle testing facilities;;Utrymmen för provning av fordon;
Alternativtabell;U227;Spaces for operational equipment;;Utrymmen för verksamhetsknuten utrustning;
Alternativtabell;U227C;Cinema machinery spaces;;Biografmaskinutrymmen;
Alternativtabell;U227D;Operating spaces for auditorium or assembly hall;;Driftutrymmen för hörsal eller samlingssal;
Alternativtabell;U227E;Spaces for support functions;;Utrymmen för stödfunktioner;
Alternativtabell;U227F;Workshops;;Verkstäder;
Alternativtabell;U227V;Spaces for storage of operating equipment;;Utrymmen för förvaring av driftutrustning;
Alternativtabell;U227X;Spaces for cleaning equipment etc.;;Utrymmen för rengöring av utrustning e d;
Alternativtabell;U228;Miscellaneous areas for public activities;;Diverse utyrmmen för publika aktiviteter;
Alternativtabell;U228B;Spaces for personal hygiene or changing;;Utrymmen för personlig hygien eller omklädning;
Alternativtabell;U228C;Spaces for rest;;Utrymmen för vila;
Alternativtabell;U228D;Textile care facilities;;Utrymmen för textilvård;
Alternativtabell;U229;Other areas for public activities;;Övriga utyrmmen för publika aktiviteter;
Alternativtabell;U23;Communication spaces, parking spaces, storage spaces, etc.;;Kommunikationsutrymmen, uppställningsutrymmen, förvaringsutrymmen o d;
Alternativtabell;U231;Communication areas;;Kommunikationsutrymmen;
Alternativtabell;U231B;Loft corridors;;Loftgångar;
Alternativtabell;U231C;Attics;;Vindfång;
Alternativtabell;U231D;Entrances;;Entreer;
Alternativtabell;U231E;Corridors and passages;;Korridorer och passager;
Alternativtabell;U231F;Stairwells;;Trapphus;
Alternativtabell;U231G;Lift spaces;;Hissutrymmen;
Alternativtabell;U231H;Locks;;Slussar;
Alternativtabell;U232;Customer reception areas;;Utrymmen för kundmottagning;
Alternativtabell;U232D;Receptions etc.;;Receptioner o d;
Alternativtabell;U233;Indoor parking and manoeuvring spaces for vehicles or craft;;Uppställnings- och rangeringsutrymmen inomhus för fordon eller farkoster;
Alternativtabell;U233B;Garages for road vehicles;;Garage för vägfordon;
Alternativtabell;U233C;Engine shed;;Lokstall;
Alternativtabell;U233D;Hangars;;Hangarer;
Alternativtabell;U234;Storage, warehousing, archive and distribution facilities;;Lager-,förvarings,-förråds,- arkiv- och distributionsutrymmen;
Alternativtabell;U234B;Storage facilities;;Lagerutrtmmen;
Alternativtabell;U234C;Storage facilities;;Förrådsutrymmen;
Alternativtabell;U234D;Archives;;Arkivutrymmen;
Alternativtabell;U234E;Refrigeration and freezing rooms;;Kyl- och frysrum;
Alternativtabell;U234F;Waste management areas;;Utrymmen för hantering av avfall;
Alternativtabell;U234G;Cloakrooms, wardrobes, etc.;;Kapprum, garderoputrymmen o d;
Alternativtabell;U234H;Distribution areas, etc.;;Distributionsutrymmen o d;
Alternativtabell;U24;Protection and defence spaces;;Utrymmen för skydd och försvar;
Alternativtabell;U241;Shelters;;Skyddsrum;
Alternativtabell;U249;Other protection and defence spaces;;Övriga utrymmen för skydd och försvar;
Alternativtabell;U26;Operating, wiring and ducting spaces;;Driftutrymmen, ledningsutrymmen och kanalisationsutrymmen;
Alternativtabell;U261;Operating spaces;;Driftutrymmen;
Alternativtabell;U261A;Compound technical spaces;;Sammansatta tekniska utrymmen;
Alternativtabell;U261B;Technical spaces - VS;;Tekniska utrymmen - VS;
Alternativtabell;U261C;Technical spaces - electrical, telecommunications, data;;Tekniska utrymmen - el, tele, data;
Alternativtabell;U261D;Technical spaces - air handling;;Tekniska utrymmen - luftbehandling;
Alternativtabell;U261E;Lift machine spaces;;Hissmaskinutrymmen;
Alternativtabell;U261F;Control rooms, monitoring rooms, etc.;;Driftcentraler, övervakningsutrymmen o d;
Alternativtabell;U262;Wiring spaces, ducting spaces, etc.;;Ledningsutrymmen, kanalisationsutrymmen o d;
Alternativtabell;U262A;Compound shafts;;Sammansatta schakt;
Alternativtabell;U262B;Shafts - VS;;Schackt - VS;
Alternativtabell;U262C;Shafts - electrical, telecommunications and data;;Schackt - el, tele, och data;
Alternativtabell;U262D;Shafts - air handling;;Schackt - luftbehandling;
Alternativtabell;U262E;Lift shafts;;Hisschakt;
Alternativtabell;U262F;Waste shafts;;Avfallsschakt;
Alternativtabell;U262G;Dirty laundry shafts;;Schakt för smutstvätt;
Alternativtabell;U28;Miscellaneous spaces for indoor activities;;Diverse utrymmen för inomhusaktiviteter;
Alternativtabell;U281;Unused and unfurnished spaces for indoor activities;;Outnyttjade och oinredda utrymmen för inomhusaktiviteter;
Alternativtabell;U281B;Spaces with undefined function;;Utrymmen med obestämd funktion;
Alternativtabell;U281C;Attic spaces;;Vindsutrymmen;
Alternativtabell;U281D;Crawl spaces;;Krypgrunder;
Alternativtabell;U29;Other indoor activity spaces;;Övriga utrymmen för inomhusaktiviteter;
